instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
spleen_21,512,512,89,23330816,1,spleen,100998,0.004328952746444873,0.08304776681899302,0.0656522118025295,116.07314996336561,58.59066810608423,-620.0,242.0,3,41,20,1,2,CT
spleen_33,512,512,83,21757952,0,background,21661698,0.9955761461372835,0.10712314796849408,0.06636477514252555,-542.6583569764475,487.2468470443336,-1024.0,2092.0,3,41,20,1,2,CT
spleen_33,512,512,83,21757952,1,spleen,96254,0.004423853862716491,0.07684614322859208,0.06636477514252555,71.99481579986286,23.731289601433634,-107.0,142.0,3,41,20,1,2,CT
spleen_9,512,512,41,10747904,0,background,10650694,0.9909554458245998,0.05311288100122813,0.09467180264032325,-494.37072128820904,498.99414882051116,-1024.0,2922.0,3,41,20,1,2,CT
spleen_9,512,512,41,10747904,1,spleen,97210,0.009044554175400153,0.03766828574770325,0.09467180264032325,132.25915029317972,25.299863094159498,-102.0,257.0,3,41,20,1,2,CT
spleen_29,512,512,103,27000832,0,background,26951226,0.9981627973538001,0.1321523115041388,0.04282321020937907,-565.42872710132,489.3960584345382,-1024.0,1513.0,3,41,20,1,2,CT
spleen_29,512,512,103,27000832,1,spleen,49606,0.0018372026461999393,0.0506987321987552,0.04282321020937907,73.44373664476072,24.089686502449684,-95.0,159.0,3,41,20,1,2,CT
spleen_46,512,512,99,25952256,0,background,25861909,0.9965187226883089,0.12680018173972596,0.05889955874172843,-499.5311652747676,515.7164496280997,-1024.0,1751.0,3,41,20,1,2,CT
spleen_46,512,512,99,25952256,1,spleen,90347,0.00348127731169113,0.0351977325528405,0.05889955874172843,112.5326020786523,20.687759794657644,-239.0,694.0,3,41,20,1,2,CT
spleen_25,512,512,87,22806528,0,background,22725134,0.9964311095489853,0.11214121674920066,0.05963349287073099,-534.1999281940427,489.4101462648042,-1024.0,3071.0,3,41,20,1,2,CT
spleen_25,512,512,87,22806528,1,spleen,81394,0.003568890451014727,0.06301337822212667,0.05963349287073099,126.76032631397892,45.049350104446006,-456.0,253.0,3,41,20,1,2,CT
spleen_13,512,512,77,20185088,0,background,19981185,0.9898983348499645,0.09838077171647774,0.09999810753825482,-470.2909437052908,496.09421325360313,-1024.0,1189.0,3,41,20,1,2,CT
spleen_13,512,512,77,20185088,1,spleen,203903,0.010101665150035511,0.07560998401561027,0.09999810753825482,105.7909839482499,31.643528153298035,-368.0,241.0,3,41,20,1,2,CT
spleen_62,512,512,80,20971520,0,background,20850677,0.994237756729126,0.10294057823248574,0.07569042094850144,-522.1543732129178,521.7166465303399,-1024.0,1572.0,3,41,20,1,2,CT
spleen_62,512,512,80,20971520,1,spleen,120843,0.005762243270874023,0.020326751264135363,0.07569042094850144,100.98775270392161,29.069928572339638,-224.0,855.0,3,41,20,1,2,CT
spleen_27,512,512,119,31195136,0,background,31130914,0.9979412816151851,0.15113174930163714,0.04532637271420374,-530.9149882332398,480.866334636397,-1024.0,2976.0,3,41,20,1,2,CT
spleen_27,512,512,119,31195136,1,spleen,64222,0.0020587183848148633,0.04146799201616535,0.04532637271420374,86.95674379496123,20.45261411398354,-161.0,137.0,3,41,20,1,2,CT
spleen_44,512,512,92,24117248,0,background,24085911,0.9987006394759469,0.11889517478125626,0.03602321732274434,-727.599996363019,442.89846265221183,-1024.0,3071.0,3,41,20,1,2,CT
spleen_44,512,512,92,24117248,1,spleen,31337,0.001299360524053159,0.022042413544060446,0.03602321732274434,45.72776589973514,25.082789535522586,-187.0,429.0,3,41,20,1,2,CT
spleen_56,512,512,33,8650752,0,background,8627940,0.9973630038174716,0.0434069240505844,0.05128393933447104,-564.9005616636184,497.45396175389016,-1024.0,1619.0,3,41,20,1,2,CT
spleen_56,512,512,33,8650752,1,spleen,22812,0.002636996182528409,0.025442427257467936,0.05128393933447104,135.62800280554094,28.257673448220874,-63.0,219.0,3,41,20,1,2,CT
spleen_60,512,512,97,25427968,0,background,25332599,0.9962494447059238,0.12435754495777264,0.06112682413688931,-411.1899216499657,475.7885459829599,-1024.0,1341.0,3,41,20,1,2,CT
spleen_60,512,512,97,25427968,1,spleen,95369,0.003750555294076192,0.02548147383502932,0.06112682413688931,75.00714068512829,25.69168552765976,-139.0,169.0,3,41,20,1,2,CT
spleen_2,512,512,90,23592960,0,background,23496288,0.9959025065104167,0.11577308693084695,0.06388038851389437,-422.78161878165605,482.85191235063155,-1024.0,3071.0,3,41,20,1,2,CT
spleen_2,512,512,90,23592960,1,spleen,96672,0.004097493489583334,0.04098634483688539,0.06388038851389437,85.59968760344258,24.722928654247745,-155.0,606.0,3,41,20,1,2,CT
spleen_53,512,512,156,40894464,0,background,40836613,0.9985853586441431,0.1928732565222969,0.037585105370228064,-475.0236363627904,488.0835300608498,-1024.0,1812.0,3,41,20,1,2,CT
spleen_53,512,512,156,40894464,1,spleen,57851,0.001414641355856871,0.040870262231933865,0.037585105370228064,88.30161967813866,29.14534393765078,-148.0,202.0,3,41,20,1,2,CT
spleen_41,512,512,94,24641536,0,background,24595351,0.9981257256041182,0.12123414163001064,0.043252300417096864,-519.054104411846,478.54096566311074,-1024.0,1349.0,3,41,20,1,2,CT
spleen_41,512,512,94,24641536,1,spleen,46185,0.0018742743958818152,0.03899142439570403,0.043252300417096864,62.99911226588719,27.641923467021076,-271.0,196.0,3,41,20,1,2,CT
spleen_22,512,512,148,38797312,0,background,38602357,0.9949750384768924,0.18311642659452426,0.07070863656441875,-667.1688208313291,466.9291435604083,-1024.0,1338.0,3,41,20,1,2,CT
spleen_22,512,512,148,38797312,1,spleen,194955,0.00502496152310758,0.1644635463056658,0.07070863656441875,109.90391628837423,31.60501677385486,-359.0,228.0,3,41,20,1,2,CT
spleen_14,512,512,54,14155776,0,background,14031613,0.9912288100631149,0.06989741850627386,0.09324299525420887,-486.59354886711884,492.68828350343534,-1024.0,1846.0,3,41,20,1,2,CT
spleen_14,512,512,54,14155776,1,spleen,124163,0.008771189936885127,0.04010892620111935,0.09324299525420887,90.88747050248463,26.876093355348612,-416.0,402.0,3,41,20,1,2,CT
spleen_18,512,512,164,42991616,0,background,42833902,0.9963315172893245,0.20068702916020043,0.060456802307737326,-582.0862740452644,469.119906359494,-1024.0,2258.0,3,41,20,1,2,CT
spleen_18,512,512,164,42991616,1,spleen,157714,0.0036684827106754953,0.13258284323023833,0.060456802307737326,90.231418897498,38.747277912976536,-476.0,230.0,3,41,20,1,2,CT
spleen_20,512,512,168,44040192,0,background,43818727,0.9949712980361212,0.20400321118284143,0.07073481547609785,-705.3481254259167,454.32017846896224,-1024.0,1304.0,3,41,20,1,2,CT
spleen_20,512,512,168,44040192,1,spleen,221465,0.005028701963878814,0.15573426494747428,0.07073481547609785,118.19509177522407,34.19426578848537,-521.0,623.0,3,41,20,1,2,CT
spleen_32,512,512,104,27262976,0,background,27180242,0.9969653349656326,0.1330167338429993,0.055004143866591776,-560.8061601879778,492.2345241036775,-1024.0,1444.0,3,41,20,1,2,CT
spleen_32,512,512,104,27262976,1,spleen,82734,0.0030346650343674878,0.02373147709354259,0.055004143866591776,88.9422365653782,29.75196920508891,-234.0,622.0,3,41,20,1,2,CT
spleen_16,512,512,61,15990784,0,background,15950740,0.9974958075851691,0.0796843208800319,0.04997921002957519,-472.84865040744194,496.4672257987658,-1024.0,1616.0,3,41,20,1,2,CT
spleen_16,512,512,61,15990784,1,spleen,40044,0.0025041924148309427,0.020712329599678902,0.04997921002957519,90.23491659174907,29.35334134264377,-225.0,166.0,3,41,20,1,2,CT
spleen_12,512,512,168,44040192,0,background,43502507,0.9877910386948359,0.2012850667374754,0.10981758770349025,-577.4555688480207,494.5150619669257,-1024.0,3072.0,3,41,20,1,2,CT
spleen_12,512,512,168,44040192,1,spleen,537685,0.012208961305164155,0.11686091243598451,0.10981758770349025,124.03132689213945,26.318849278293484,-207.0,424.0,3,41,20,1,2,CT
spleen_63,512,512,60,15728640,0,background,15602505,0.9919805526733398,0.07740224037594265,0.08919156793797875,-437.5486479254453,494.9253234208385,-1024.0,1369.0,3,41,20,1,2,CT
spleen_63,512,512,60,15728640,1,spleen,126135,0.008019447326660156,0.043593365228896286,0.08919156793797875,88.25410869306695,30.099183740424802,-174.0,418.0,3,41,20,1,2,CT
spleen_28,512,512,44,11534336,0,background,11497695,0.9968233108520508,0.05775596842705575,0.05627253143414219,-645.942142751221,464.1347986034258,-1024.0,1467.0,3,41,20,1,2,CT
spleen_28,512,512,44,11534336,1,spleen,36641,0.0031766891479492188,0.0611482425837906,0.05627253143414219,113.22818700362981,31.221519049844012,-167.0,209.0,3,41,20,1,2,CT
spleen_24,512,512,94,24641536,0,background,24620834,0.9991598738000748,0.12145606716951297,0.028972752508062125,-475.3962250831958,488.49202707038046,-1024.0,1508.0,3,41,20,1,2,CT
spleen_24,512,512,94,24641536,1,spleen,20702,0.0008401261999251995,0.019542919635863708,0.02897275250806212,39.54337745145396,21.207408056164255,-296.0,92.0,3,41,20,1,2,CT
spleen_59,512,512,50,13107200,0,background,13012885,0.9928043365478516,0.06495412899391169,0.08452151134256661,-525.3166218713221,483.7042068586491,-1024.0,1280.0,3,41,20,1,2,CT
spleen_59,512,512,50,13107200,1,spleen,94315,0.007195663452148437,0.04222250552737345,0.08452151134256661,97.27178073477178,28.556347243082836,-127.0,381.0,3,41,20,1,2,CT
spleen_47,512,512,88,23068672,0,background,22930484,0.994009711525657,0.11277945282465175,0.07716479066476606,-618.8681265951473,500.4613784992659,-1024.0,1413.0,3,41,20,1,2,CT
spleen_47,512,512,88,23068672,1,spleen,138188,0.0059902884743430395,0.03451824479486403,0.07716479066476606,111.35269343213594,21.403563848744373,-116.0,822.0,3,41,20,1,2,CT
spleen_8,512,512,31,8126464,0,background,8017987,0.9866513898295741,0.039938792871093344,0.11476247111727715,-435.92221825752523,484.85082046419626,-1024.0,1166.0,3,41,20,1,2,CT
spleen_8,512,512,31,8126464,1,spleen,108477,0.013348610170425908,0.026963212806687512,0.11476247111727715,119.10569982576952,30.396079398468338,-252.0,1038.0,3,41,20,1,2,CT
spleen_6,512,512,135,35389440,0,background,35234704,0.9956276222511574,0.16868815345689941,0.06597923962629311,-505.7962410014853,487.4395290854091,-1024.0,1252.0,3,41,20,1,2,CT
spleen_6,512,512,135,35389440,1,spleen,154736,0.004372377748842592,0.08503633613422648,0.06597923962629311,81.86239142798055,29.509488766077688,-141.0,197.0,3,41,20,1,2,CT
spleen_61,512,512,101,26476544,0,background,26421948,0.9979379483968904,0.12967943223220096,0.045362975500905345,-535.9581680351502,492.18926942229945,-1024.0,3071.0,3,41,20,1,2,CT
spleen_61,512,512,101,26476544,1,spleen,54596,0.00206205160310953,0.03933681368606557,0.045362975500905345,90.92314455271449,27.844230736992568,-127.0,322.0,3,41,20,1,2,CT
spleen_10,512,512,55,14417920,0,background,14364849,0.9963190945712003,0.07185124336307162,0.06055870180266424,-452.2579340026477,481.3262748850579,-1024.0,3072.0,3,41,20,1,2,CT
spleen_10,512,512,55,14417920,1,spleen,53071,0.0036809054287997157,0.03365055729687349,0.06055870180266424,90.0525145559722,33.60767821171704,-96.0,204.0,3,41,20,1,2,CT
spleen_38,512,512,100,26214400,0,background,26187272,0.9989651489257813,0.12872639875648442,0.0321524518112221,-637.7608592830899,477.31053633270534,-1024.0,1940.0,3,41,20,1,2,CT
spleen_38,512,512,100,26214400,1,spleen,27128,0.00103485107421875,0.04032295147647119,0.0321524518112221,75.77502948982601,22.955984389540976,-127.0,136.0,3,41,20,1,2,CT
spleen_45,512,512,112,29360128,0,background,29304443,0.9981033802032471,0.14296706479623159,0.04350887989938944,-627.5076089656438,477.52526617264937,-1024.0,3071.0,3,41,20,1,2,CT
spleen_45,512,512,112,29360128,1,spleen,55685,0.0018966197967529297,0.03504624239415058,0.04350887989938944,86.95959414564065,29.467413159313047,-248.0,460.0,3,41,20,1,2,CT
spleen_26,512,512,65,17039360,0,background,16951021,0.9948155916654147,0.08420989622302372,0.07181594700904731,-497.1965128236228,486.41973868412174,-1024.0,1423.0,3,41,20,1,2,CT
spleen_26,512,512,65,17039360,1,spleen,88339,0.005184408334585337,0.04346301401921409,0.07181594700904731,38.50466951176717,26.20741479302684,-152.0,682.0,3,41,20,1,2,CT
spleen_49,512,512,61,15990784,0,background,15886387,0.9934714270419762,0.07890553736860967,0.08053540024830941,-531.2382998097679,479.6605474471873,-1024.0,3071.0,3,41,20,1,2,CT
spleen_49,512,512,61,15990784,1,spleen,104397,0.006528572958023822,0.03584501110372323,0.08053540024830941,32.69888981484142,18.697307663990234,-182.0,108.0,3,41,20,1,2,CT
