instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
hippocampus_279,34,50,32,54400,2,Posterior,1121,0.020606617647058824,0.09346460081535853,0.1420633131959365,318.54690684472524,78.21311804955414,92.38955688476562,608.6841430664062,3,260,130,1,3,MRI
hippocampus_308,38,48,40,72960,0,background,69306,0.9499177631578948,0.35844929186667374,0.21811466341123545,63.87358958820304,28.656820074336487,2.0,255.0,3,260,130,1,3,MRI
hippocampus_308,38,48,40,72960,1,Anterior,2011,0.027563048245614036,0.16446856827941023,0.16371721539601142,49.473396320238685,10.876535236390765,21.0,93.0,3,260,130,1,3,MRI
hippocampus_308,38,48,40,72960,2,Posterior,1643,0.022519188596491227,0.07944602425011366,0.14836466810345003,47.3134510042605,11.607906846584402,23.0,91.0,3,260,130,1,3,MRI
hippocampus_375,32,54,34,58752,0,background,55530,0.9451593137254902,0.305747838409187,0.2276690260080422,505.73331231038765,232.5421027786576,0.0,1675.1087646484375,3,260,130,1,3,MRI
hippocampus_375,32,54,34,58752,1,Anterior,1686,0.0286968954248366,0.21831170750240508,0.1669532378176973,414.59130393963835,107.98459165889246,20.595600128173828,878.74560546875,3,260,130,1,3,MRI
hippocampus_375,32,54,34,58752,2,Posterior,1536,0.026143790849673203,0.07300274137829191,0.1595628185063229,424.86917383472127,120.14885613338488,89.24760437011719,981.7236328125,3,260,130,1,3,MRI
hippocampus_216,32,49,36,56448,0,background,53006,0.9390235260770975,0.32976118968410534,0.2392871570954699,204351.33778129463,89414.53034411717,0.0,537702.0,3,260,130,1,3,MRI
hippocampus_216,32,49,36,56448,1,Anterior,1882,0.03334041950113378,0.23875326927613205,0.17952391464265205,151590.52963519527,36454.01022294429,50311.30078125,295578.90625,3,260,130,1,3,MRI
hippocampus_216,32,49,36,56448,2,Posterior,1560,0.027636054421768707,0.06832419968749417,0.16392773687745998,153927.1835486779,46916.05917036813,50311.30078125,327023.46875,3,260,130,1,3,MRI
hippocampus_316,37,51,33,62271,0,background,59176,0.950297891474362,0.3310865227751727,0.2173288037369728,356.4845194150036,172.82394003895604,0.0,1493.7659912109375,3,260,130,1,3,MRI
hippocampus_316,37,51,33,62271,1,Anterior,1580,0.02537296654943714,0.18324177895829305,0.1572551401955379,258.55754160096376,59.11429638610655,32.124000549316406,492.5679931640625,3,260,130,1,3,MRI
hippocampus_316,37,51,33,62271,2,Posterior,1515,0.0243291419762008,0.07017869395025195,0.15406892881727538,249.63776430186658,66.18982174774064,26.770000457763672,556.8160400390625,3,260,130,1,3,MRI
hippocampus_089,34,51,38,65892,0,background,62206,0.9440599769319492,0.33575419522779343,0.22980586782586007,546.3899828912023,224.8286032139565,0.0,2016.725341796875,3,260,130,1,3,MRI
hippocampus_089,34,51,38,65892,1,Anterior,1725,0.026179202331087233,0.14372766532136788,0.1596679419808348,380.29527440167857,92.89605580409466,120.76199340820312,730.6100463867188,3,260,130,1,3,MRI
hippocampus_089,34,51,38,65892,2,Posterior,1961,0.029760820736963515,0.10920773717035828,0.16992679096018332,374.08198750450686,98.52285668109838,138.8762969970703,784.9529418945312,3,260,130,1,3,MRI
hippocampus_189,35,53,30,55650,0,background,52195,0.9379155435759209,0.3048308825010319,0.24130888233673808,271287.53540818795,116715.76423609423,0.0,1126709.25,3,260,130,1,3,MRI
hippocampus_189,35,53,30,55650,1,Anterior,1781,0.032003593890386345,0.23134347598697658,0.17600955618512754,197280.9826817799,42110.907113977235,48845.7734375,335407.65625,3,260,130,1,3,MRI
hippocampus_189,35,53,30,55650,2,Posterior,1674,0.030080862533692722,0.07452311187650562,0.170809848202385,205504.3498403898,50258.708746658456,58614.9296875,407048.125,3,260,130,1,3,MRI
hippocampus_243,34,53,24,43248,0,background,40292,0.9316500184979652,0.2648068897792711,0.25234552013203304,505.74890380982407,257.9566247324753,0.0,2277.430908203125,3,260,130,1,3,MRI
hippocampus_243,34,53,24,43248,1,Anterior,1421,0.03285701072881983,0.20869042125816395,0.17826224382854058,421.59702192772284,96.92529073671926,13.164340019226074,750.3673706054688,3,260,130,1,3,MRI
hippocampus_243,34,53,24,43248,2,Posterior,1535,0.03549297077321495,0.043646772835589966,0.18502221433899943,416.64921763168485,108.88616791850968,92.15038299560547,914.921630859375,3,260,130,1,3,MRI
hippocampus_343,32,45,38,54720,0,background,52102,0.952156432748538,0.35200454425574285,0.2134351431327953,485.9284066531504,220.27595934507042,0.0,1009.31005859375,3,260,130,1,3,MRI
hippocampus_343,32,45,38,54720,1,Anterior,1067,0.019499269005847954,0.17731094005655906,0.1382716439263146,347.56101569307106,89.56441986609515,18.462989807128906,689.284912109375,3,260,130,1,3,MRI
hippocampus_343,32,45,38,54720,2,Posterior,1551,0.028344298245614036,0.0928344630519559,0.16595450883473373,347.93985492010256,97.28161121439466,123.08659362792969,756.9825439453125,3,260,130,1,3,MRI
hippocampus_220,39,45,40,70200,0,background,67270,0.9582621082621082,0.3674681801646151,0.19998960005752242,64.72830385015608,27.57667236579079,1.0,199.0,3,260,130,1,3,MRI
hippocampus_220,39,45,40,70200,1,Anterior,1850,0.026353276353276354,0.1646221814207717,0.16018358585923906,47.16810810810811,8.682094602745085,20.0,82.0,3,260,130,1,3,MRI
hippocampus_220,39,45,40,70200,2,Posterior,1080,0.015384615384615385,0.07269730354600745,0.12307692307692308,47.398148148148145,10.601834061120444,20.0,96.0,3,260,130,1,3,MRI
hippocampus_097,37,48,34,60384,0,background,57631,0.9544084525702172,0.3506894458914153,0.20859759881825246,480.9546836590428,232.92045459696834,0.0,2011.3023681640625,3,260,130,1,3,MRI
hippocampus_097,37,48,34,60384,1,Anterior,1354,0.022423158452570216,0.21974635528896297,0.14805526136406347,372.31468463260984,87.86535444302125,117.84974670410156,824.9482421875,3,260,130,1,3,MRI
hippocampus_097,37,48,34,60384,2,Posterior,1399,0.023168388977212507,0.08936798761596758,0.15043807606258824,383.100132520238,107.68076490960094,117.84974670410156,754.2384033203125,3,260,130,1,3,MRI
hippocampus_320,33,47,34,52734,0,background,50283,0.953521447263625,0.3442200719673543,0.2105191128422952,51.76228546427222,24.67101743846184,1.0,121.0,3,260,130,1,3,MRI
hippocampus_320,33,47,34,52734,1,Anterior,1054,0.019987105093488073,0.20426771158412757,0.13995578131492079,41.202087286527515,8.365009995670965,19.0,70.0,3,260,130,1,3,MRI
hippocampus_320,33,47,34,52734,2,Posterior,1397,0.026491447642886943,0.05561633500725511,0.16059156529740634,42.18253400143164,9.312611572967743,15.0,72.0,3,260,130,1,3,MRI
hippocampus_197,38,51,31,60078,0,background,56701,0.9437897400046606,0.32488246264086407,0.23032730334590323,63.21847939189785,29.18097999440488,1.0,145.0,3,260,130,1,3,MRI
hippocampus_197,38,51,31,60078,1,Anterior,1784,0.02969473018409401,0.17467954290464355,0.16974378687712804,48.67937219730942,10.763160702387351,22.0,95.0,3,260,130,1,3,MRI
hippocampus_197,38,51,31,60078,2,Posterior,1593,0.02651552981124538,0.07792623897262231,0.16066255472285487,48.621468926553675,11.197500667310562,18.0,100.0,3,260,130,1,3,MRI
hippocampus_351,35,51,35,62475,0,background,58751,0.9403921568627451,0.32730713601997685,0.23675883969511952,55.11130023318752,23.85770940743938,1.0,228.0,3,260,130,1,3,MRI
hippocampus_351,35,51,35,62475,1,Anterior,1822,0.029163665466186473,0.27706390650643475,0.1682651065514263,43.16300768386389,8.43866573742804,20.0,72.0,3,260,130,1,3,MRI
hippocampus_351,35,51,35,62475,2,Posterior,1902,0.030444177671068426,0.061848614623809785,0.17180608172297293,45.26393270241851,10.967198627388393,25.0,83.0,3,260,130,1,3,MRI
hippocampus_251,36,58,28,58464,0,background,54889,0.9388512588943624,0.27488203390448485,0.23960294774237098,67.13824263513636,30.509489739754027,2.0,188.0,3,260,130,1,3,MRI
hippocampus_251,36,58,28,58464,1,Anterior,2221,0.037989189928845105,0.21326013377253028,0.19117011109845397,49.771274200810446,12.365618179631607,12.0,107.0,3,260,130,1,3,MRI
hippocampus_251,36,58,28,58464,2,Posterior,1354,0.023159551176792557,0.08957386538600748,0.1504100607209574,54.0480059084195,14.659953581350475,21.0,110.0,3,260,130,1,3,MRI
hippocampus_185,35,49,33,56595,0,background,53482,0.9449951409135082,0.3342797817553957,0.22798974661893665,203425.82268892016,91205.93115387307,0.0,943558.375,3,260,130,1,3,MRI
hippocampus_185,35,49,33,56595,1,Anterior,1841,0.03252937538651824,0.1623818499654252,0.1774012827560196,151587.84024052825,35058.62229434353,54262.140625,322558.28125,3,260,130,1,3,MRI
hippocampus_185,35,49,33,56595,2,Posterior,1272,0.022475483699973497,0.06383974641856782,0.14822393980874252,162577.87301616548,50099.22670419034,75364.0859375,346674.8125,3,260,130,1,3,MRI
hippocampus_332,35,52,33,60060,0,background,56733,0.9446053946053946,0.3202223621670178,0.2287488646699287,403.0907086365366,188.36583491891244,0.0,1131.691162109375,3,260,130,1,3,MRI
hippocampus_332,35,52,33,60060,1,Anterior,1803,0.03001998001998002,0.14380201663821138,0.17064225977049183,325.86489780995163,79.28632403311994,75.83497619628906,735.0159301757812,3,260,130,1,3,MRI
hippocampus_332,35,52,33,60060,2,Posterior,1524,0.025374625374625374,0.06550458910806276,0.15726014676873093,320.599145363635,89.44551794638923,81.66844177246094,647.5140380859375,3,260,130,1,3,MRI
hippocampus_232,36,44,43,68112,0,background,65249,0.9579662908151281,0.3652966787491352,0.20066608202940917,464.91526374187094,223.2100627491615,0.0,1368.2801513671875,3,260,130,1,3,MRI
hippocampus_232,36,44,43,68112,1,Anterior,1514,0.02222809490251351,0.18466830084473881,0.14742457969931053,349.57630379700754,88.98282192476604,64.84739685058594,771.6840209960938,3,260,130,1,3,MRI
hippocampus_232,36,44,43,68112,2,Posterior,1349,0.01980561428235847,0.06939784706025517,0.1393318051460502,337.13436365657776,95.82720521983983,38.90843963623047,719.8060913085938,3,260,130,1,3,MRI
hippocampus_298,37,50,33,61050,0,background,58193,0.9532022932022932,0.3344076986883851,0.21120530636369592,412.35811303125803,207.28700309532564,0.0,2679.489013671875,3,260,130,1,3,MRI
hippocampus_298,37,50,33,61050,1,Anterior,1798,0.02945126945126945,0.18811118790544976,0.16906771477422344,334.13777896002745,98.68001581614423,92.79615783691406,777.1678466796875,3,260,130,1,3,MRI
hippocampus_298,37,50,33,61050,2,Posterior,1059,0.017346437346437347,0.03818131251479752,0.1305585633262846,332.25121045135126,98.95924014515715,75.39688110351562,690.1714477539062,3,260,130,1,3,MRI
hippocampus_152,36,53,37,70596,0,background,66602,0.9434245566321038,0.32956417626184115,0.23102957078179878,67.05893216419928,29.35770740543977,1.0,255.0,3,260,130,1,3,MRI
hippocampus_152,36,53,37,70596,1,Anterior,2121,0.030044195138534763,0.19995013496461983,0.1707089378943364,44.92550683639792,11.41523151959665,5.0,92.0,3,260,130,1,3,MRI
hippocampus_152,36,53,37,70596,2,Posterior,1873,0.026531248229361436,0.09058602398959117,0.16070887062248132,45.8328884143086,12.54435151683571,9.0,91.0,3,260,130,1,3,MRI
hippocampus_052,34,52,40,70720,0,background,67359,0.9524745475113122,0.33628763522216804,0.21275992069568286,546.8184839684741,254.55726092057765,0.0,3305.801513671875,3,260,130,1,3,MRI
hippocampus_052,34,52,40,70720,1,Anterior,1847,0.026117081447963802,0.17858882584688146,0.15948347721505268,424.7575323732724,116.43613342849098,15.704520225524902,816.6350708007812,3,260,130,1,3,MRI
hippocampus_052,34,52,40,70720,2,Posterior,1514,0.021408371040723982,0.07028391946698621,0.14474133027614008,399.67692853658014,129.5104558706062,94.22711944580078,950.1234741210938,3,260,130,1,3,MRI
hippocampus_386,37,45,40,66600,0,background,63392,0.9518318318318318,0.36221881069641815,0.21412145091861123,594.8729894011988,277.86117773782235,0.0,2957.240966796875,3,260,130,1,3,MRI
hippocampus_386,37,45,40,66600,1,Anterior,1959,0.029414414414414416,0.18264645338424668,0.1689651047970305,436.0273285067891,103.90769092743001,104.12820434570312,888.5606689453125,3,260,130,1,3,MRI
hippocampus_386,37,45,40,66600,2,Posterior,1249,0.018753753753753755,0.08687889014620975,0.13565415759901103,421.7761930369491,129.82447921700233,180.4888916015625,909.3862915039062,3,260,130,1,3,MRI
hippocampus_286,37,45,46,76590,0,background,73418,0.9585846716281499,0.36281211192858925,0.19924883675369834,53.78043531559018,23.993700938517296,1.0,163.0,3,260,130,1,3,MRI
hippocampus_286,37,45,46,76590,1,Anterior,1562,0.02039430735082909,0.1925478628328968,0.14134489583465337,40.06209987195903,8.490899561298791,11.0,76.0,3,260,130,1,3,MRI
hippocampus_286,37,45,46,76590,2,Posterior,1610,0.021021021021021023,0.06414835592995316,0.14345430525520944,37.000621118012425,9.783526507275392,15.0,74.0,3,260,130,1,3,MRI
hippocampus_040,36,52,37,69264,0,background,65819,0.9502627627627628,0.33723469102423614,0.2174015742105931,616.379683361918,278.1219154094558,0.0,3329.90185546875,3,260,130,1,3,MRI
hippocampus_040,36,52,37,69264,1,Anterior,1906,0.027517902517902516,0.1844562737022109,0.16358688076651418,429.69120584029594,103.72377214733447,123.32970428466797,781.088134765625,3,260,130,1,3,MRI
hippocampus_040,36,52,37,69264,2,Posterior,1539,0.02221933471933472,0.07075285845334979,0.14739618680266084,431.6619682435946,138.53466080968178,90.44178009033203,986.6376342773438,3,260,130,1,3,MRI
hippocampus_294,35,44,44,67760,0,background,64512,0.9520661157024793,0.36052206679458126,0.21362637251442662,469.67690518167285,215.39884770940927,0.0,2044.572998046875,3,260,130,1,3,MRI
hippocampus_294,35,44,44,67760,1,Anterior,1746,0.02576741440377804,0.16886393445104528,0.1584406979242455,345.98457718332475,86.27320492245497,47.001678466796875,1034.036865234375,3,260,130,1,3,MRI
hippocampus_294,35,44,44,67760,2,Posterior,1502,0.022166469893742623,0.10755689544974394,0.1472247177147656,328.72620233365603,96.2576944861872,135.12982177734375,781.4028930664062,3,260,130,1,3,MRI
hippocampus_023,35,51,35,62475,0,background,58907,0.9428891556622649,0.33230316679572214,0.23205429493281543,749.1994140355348,306.61895357963175,0.0,2772.580322265625,3,260,130,1,3,MRI
hippocampus_023,35,51,35,62475,1,Anterior,1748,0.027979191676670668,0.1633241404026126,0.16491317870258515,551.5123141963095,134.8166185463097,118.9555892944336,1152.9541015625,3,260,130,1,3,MRI
hippocampus_023,35,51,35,62475,2,Posterior,1820,0.029131652661064426,0.07722069214514374,0.16817550200400627,553.2691703544868,147.10197192490457,164.70773315429688,1134.6533203125,3,260,130,1,3,MRI
hippocampus_394,36,52,32,59904,0,background,56090,0.9363314636752137,0.31816834261254423,0.2441615322016261,574.5952527282029,274.25535368464904,0.0,1836.333740234375,3,260,130,1,3,MRI
hippocampus_394,36,52,32,59904,1,Anterior,1987,0.03316973824786325,0.19438148356014798,0.17907960998514455,415.80368968116977,113.15954379652604,16.4693603515625,889.345458984375,3,260,130,1,3,MRI
hippocampus_394,36,52,32,59904,2,Posterior,1827,0.030498798076923076,0.08855544738599844,0.17195528893519427,413.09518744975543,138.231457984265,49.4080810546875,988.16162109375,3,260,130,1,3,MRI
hippocampus_123,32,53,38,64448,0,background,61219,0.949897591857001,0.3204893569702916,0.21815626702268112,72.09005374148549,30.468954988337995,4.0,234.0,3,260,130,1,3,MRI
hippocampus_123,32,53,38,64448,1,Anterior,1712,0.02656405163853029,0.1762202966320275,0.16080548124698918,54.029205607476634,11.895095876494505,25.0,98.0,3,260,130,1,3,MRI
hippocampus_123,32,53,38,64448,2,Posterior,1517,0.02353835650446872,0.0630735256742492,0.1516057461890454,58.06657877389585,15.190642514473474,22.0,108.0,3,260,130,1,3,MRI
hippocampus_176,35,50,36,63000,0,background,60080,0.9536507936507936,0.33857771868700676,0.21024023739523562,390.3392142336632,201.6197700713088,0.0,1322.6663818359375,3,260,130,1,3,MRI
hippocampus_176,35,50,36,63000,1,Anterior,1791,0.028428571428571428,0.2128453926077883,0.16619382586336362,320.0105456331467,84.17181736875688,11.02221965789795,650.3109741210938,3,260,130,1,3,MRI
hippocampus_176,35,50,36,63000,2,Posterior,1129,0.01792063492063492,0.06931002054210862,0.1326630535027603,306.8941307270601,97.90514026990743,49.5999870300293,666.8442993164062,3,260,130,1,3,MRI
hippocampus_015,42,51,28,59976,0,background,57157,0.9529978658129918,0.31450752553192607,0.21164341135238446,444.68181991997614,218.60498742548023,0.0,1682.280517578125,3,260,130,1,3,MRI
hippocampus_015,42,51,28,59976,1,Anterior,1511,0.025193410697612377,0.248636123684405,0.15671216530644266,332.7789506640835,77.00646395320905,106.3892822265625,691.5303344726562,3,260,130,1,3,MRI
hippocampus_015,42,51,28,59976,2,Posterior,1308,0.02180872348939576,0.04736845198195686,0.14605856041040127,340.62566175664966,90.26512528830845,46.545310974121094,771.322265625,3,260,130,1,3,MRI
hippocampus_068,36,40,43,61920,0,background,58920,0.9515503875968992,0.3656807443551363,0.21471433920698002,558.7015955072961,270.67355468620957,0.0,2253.6220703125,3,260,130,1,3,MRI
hippocampus_068,36,40,43,61920,1,Anterior,1733,0.027987726098191213,0.17311561653250992,0.16493760422063808,416.7738358706184,104.87812136411222,53.817840576171875,854.3582153320312,3,260,130,1,3,MRI
hippocampus_068,36,40,43,61920,2,Posterior,1267,0.02046188630490956,0.0835570339322656,0.14157400013333846,398.6268765269628,134.44170842254948,47.09061050415039,928.3577270507812,3,260,130,1,3,MRI
hippocampus_019,36,47,41,69372,0,background,66016,0.9516231332526092,0.3551323286511782,0.21456128614243547,756.7719946455245,338.276620208435,0.0,3264.88720703125,3,260,130,1,3,MRI
hippocampus_019,36,47,41,69372,1,Anterior,1888,0.02721559130484922,0.17240767501347265,0.16271110255534693,557.7794159590188,135.68692775199986,116.60311126708984,1130.1531982421875,3,260,130,1,3,MRI
hippocampus_019,36,47,41,69372,2,Posterior,1468,0.02116127544254166,0.050821571493718486,0.14392176994529543,589.2721846473964,148.22246942012274,89.6947021484375,1228.8173828125,3,260,130,1,3,MRI
hippocampus_164,41,48,47,92496,0,background,88627,0.95817116415845,0.3632245434764372,0.20019786295984926,63.474065465377365,27.890669759608226,2.0,187.0,3,260,130,1,3,MRI
hippocampus_164,41,48,47,92496,1,Anterior,1700,0.018379173153433664,0.1775592690332061,0.134318201103312,47.371764705882356,10.191087360615427,5.0,83.0,3,260,130,1,3,MRI
hippocampus_164,41,48,47,92496,2,Posterior,2169,0.023449662688116244,0.042168889801524216,0.1513267194117741,45.52558782849239,10.414304404357054,19.0,89.0,3,260,130,1,3,MRI
hippocampus_064,35,53,35,64925,0,background,61265,0.943627262225645,0.32215208731358286,0.23064009237376495,451.6474234168329,215.03542210163835,0.0,1216.5098876953125,3,260,130,1,3,MRI
hippocampus_064,35,53,35,64925,1,Anterior,2044,0.03148247978436658,0.2334174084768096,0.17461767737257738,334.3274466632164,92.85419267562045,36.42245101928711,764.8714599609375,3,260,130,1,3,MRI
hippocampus_064,35,53,35,64925,2,Posterior,1616,0.024890257989988448,0.07952331436036676,0.15579067060379537,347.86595689188135,108.82280669608106,116.55184173583984,757.5869750976562,3,260,130,1,3,MRI
hippocampus_107,35,55,34,65450,0,background,61504,0.9397097020626433,0.31209713486490853,0.2380239019762123,537.857914427495,249.7328049750656,0.0,2533.714111328125,3,260,130,1,3,MRI
hippocampus_107,35,55,34,65450,1,Anterior,1911,0.029197860962566845,0.18578315289006994,0.16836076109883044,401.2155776171083,90.23644108314117,172.9241180419922,706.7333374023438,3,260,130,1,3,MRI
hippocampus_107,35,55,34,65450,2,Posterior,2035,0.031092436974789917,0.08560125232912127,0.1735675584254115,404.35905467415324,113.99117896204619,105.2581558227539,969.8787231445312,3,260,130,1,3,MRI
hippocampus_007,34,47,40,63920,0,background,60548,0.9472465581977472,0.3531657537959413,0.22354086020293726,573.602902336693,259.56812215274385,0.0,2728.510009765625,3,260,130,1,3,MRI
hippocampus_007,34,47,40,63920,1,Anterior,1842,0.028817271589486857,0.15992834787210783,0.16729266704677945,403.71124644388203,90.17728839497664,25.322599411010742,829.3151245117188,3,260,130,1,3,MRI
hippocampus_007,34,47,40,63920,2,Posterior,1530,0.023936170212765957,0.07169759615825115,0.15285035154788312,418.65456399356617,110.08525195440913,177.25819396972656,949.5974731445312,3,260,130,1,3,MRI
hippocampus_296,35,54,35,66150,0,background,62232,0.9407709750566894,0.31723453059745677,0.23605284905625548,458.02767976317404,207.72381484256462,0.0,1771.126708984375,3,260,130,1,3,MRI
hippocampus_296,35,54,35,66150,1,Anterior,2098,0.03171579743008315,0.2646219732922465,0.17524241958914252,357.2658263534677,110.63985837154848,78.55804443359375,807.00537109375,3,260,130,1,3,MRI
hippocampus_296,35,54,35,66150,2,Posterior,1820,0.027513227513227514,0.06735853075374673,0.16357337749472833,339.56144726302597,105.97406520560327,35.70820236206055,771.297119140625,3,260,130,1,3,MRI
hippocampus_288,38,50,42,79800,0,background,75955,0.9518170426065163,0.3541350359784635,0.21415265585628734,546.4646152507136,247.48766031381072,0.0,3549.02001953125,3,260,130,1,3,MRI
hippocampus_288,38,50,42,79800,1,Anterior,1850,0.023182957393483708,0.18078808295770096,0.15048424462373342,399.923879699707,104.55581228115622,127.43339538574219,764.600341796875,3,260,130,1,3,MRI
hippocampus_288,38,50,42,79800,2,Posterior,1995,0.025,0.09527791670397166,0.15612494995995996,395.28306150508104,117.4524610473561,25.486679077148438,892.0337524414062,3,260,130,1,3,MRI
hippocampus_042,37,52,34,65416,0,background,61569,0.9411917573682279,0.32875147577971087,0.23526545269192134,469.46242493973926,226.1610627552736,0.0,1479.444091796875,3,260,130,1,3,MRI
hippocampus_042,37,52,34,65416,1,Anterior,1871,0.02860156536627125,0.16902332634727538,0.16668387991905564,354.8148948877397,113.7248176315956,27.914039611816406,851.3782348632812,3,260,130,1,3,MRI
hippocampus_042,37,52,34,65416,2,Posterior,1976,0.030206677265500796,0.1168955034839581,0.17115558394069028,358.47150311585864,138.90249255778497,13.957019805908203,802.5286254882812,3,260,130,1,3,MRI
hippocampus_142,38,43,41,66994,0,background,64297,0.9597426635221065,0.37296467957248464,0.1965621615102948,54.67164875499635,22.304372746225933,1.0,127.0,3,260,130,1,3,MRI
hippocampus_142,38,43,41,66994,1,Anterior,1322,0.019733110427799506,0.18131576705747451,0.13908168384314226,39.85400907715582,7.334498908923554,22.0,67.0,3,260,130,1,3,MRI
hippocampus_142,38,43,41,66994,2,Posterior,1375,0.02052422605009404,0.09313103420577418,0.14178498578882984,37.41890909090909,9.30480651407985,20.0,75.0,3,260,130,1,3,MRI
hippocampus_133,39,41,42,67158,0,background,63749,0.9492391077756931,0.3672524910111699,0.21950905230741433,60.80625578440446,25.482268317536608,2.0,197.0,3,260,130,1,3,MRI
hippocampus_133,39,41,42,67158,1,Anterior,1899,0.028276601447333155,0.16126626404718297,0.16576198375357915,43.4565560821485,8.651559499168645,20.0,71.0,3,260,130,1,3,MRI
hippocampus_133,39,41,42,67158,2,Posterior,1510,0.022484290776973705,0.07270232976861742,0.14825231008395856,43.77350993377483,9.692713874344033,24.0,84.0,3,260,130,1,3,MRI
hippocampus_033,33,48,38,60192,0,background,56769,0.9431319776714514,0.33962279052699695,0.23159026396847587,69.47268755835051,28.736511012296617,1.0,253.0,3,260,130,1,3,MRI
hippocampus_033,33,48,38,60192,1,Anterior,1855,0.030818048910154175,0.16108025869051648,0.17282446809270244,50.17035040431267,9.914246039931104,19.0,90.0,3,260,130,1,3,MRI
hippocampus_033,33,48,38,60192,2,Posterior,1568,0.026049973418394472,0.09902982077426638,0.15928393611188613,53.69961734693877,13.029732477108086,21.0,109.0,3,260,130,1,3,MRI
hippocampus_150,37,49,34,61642,0,background,58554,0.9499042860387398,0.3420555643340969,0.21814246125862746,62.80320729582949,27.81998788440441,1.0,249.0,3,260,130,1,3,MRI
hippocampus_150,37,49,34,61642,1,Anterior,1605,0.02603744200382856,0.23694813307409643,0.15924664397633576,45.20498442367601,8.745254525349907,24.0,80.0,3,260,130,1,3,MRI
hippocampus_150,37,49,34,61642,2,Posterior,1483,0.024058271957431623,0.06065836789900165,0.15323012598002353,43.54821308159137,10.657903109664083,19.0,90.0,3,260,130,1,3,MRI
hippocampus_050,38,49,38,70756,0,background,66925,0.9458561818079032,0.35140131784703943,0.22630127075135473,731.9928740000306,339.39955495251843,0.0,4375.3349609375,3,260,130,1,3,MRI
hippocampus_050,38,49,38,70756,1,Anterior,2023,0.028591214879303523,0.21939602498483324,0.16665460482995667,537.651880691385,144.1819275589631,67.3128433227539,1105.8538818359375,3,260,130,1,3,MRI
hippocampus_050,38,49,38,70756,2,Posterior,1808,0.02555260331279326,0.10439229768418284,0.15779628568737697,533.9074233232346,160.84506674664544,173.0901641845703,1221.247314453125,3,260,130,1,3,MRI
hippocampus_105,33,47,37,57387,0,background,54227,0.9449352640842003,0.34392804711154185,0.2281065776656232,540.2118332885523,215.73428264261057,0.0,1695.5516357421875,3,260,130,1,3,MRI
hippocampus_105,33,47,37,57387,1,Anterior,1832,0.0319236063916915,0.17131499373696477,0.1757967284867379,412.48939508329835,107.9548051680518,89.23955535888672,870.085693359375,3,260,130,1,3,MRI
hippocampus_105,33,47,37,57387,2,Posterior,1328,0.023141129524108246,0.09772593179956122,0.150351646643649,401.4884097202715,105.61234589708708,156.16921997070312,773.4094848632812,3,260,130,1,3,MRI
