instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
hepaticvessel_011,512,512,37,9699328,2,Tumour,2458,0.0002534196183488176,0.04081225280237773,0.015917141604127567,128.40561432058584,22.377563105986287,-30.0,223.0,3,303,140,1,3,CT
hepaticvessel_013,512,512,37,9699328,0,background,9578189,0.9875105780524176,0.0477325234259354,0.11105600518206002,-543.2516001720159,508.74703882653307,-1024.0,1315.0,3,303,140,1,3,CT
hepaticvessel_013,512,512,37,9699328,1,Vessel,22385,0.002307891845703125,0.0013162401203412422,0.047985054766371396,224.12941702032612,23.672871143646677,115.0,301.0,3,303,140,1,3,CT
hepaticvessel_013,512,512,37,9699328,2,Tumour,98754,0.010181530101879223,0.08262357795918111,0.1003885777699023,122.30931405310164,28.591280222945343,29.0,241.0,3,303,140,1,3,CT
hepaticvessel_016,512,512,36,9437184,0,background,9370369,0.992920027838813,0.046981356937697304,0.08384417782639304,-546.5745367124816,505.1436830135571,-1024.0,1259.0,3,303,140,1,3,CT
hepaticvessel_016,512,512,36,9437184,1,Vessel,27812,0.0029470655653211805,0.002770253070706279,0.05420682955011207,184.97759959729612,24.16703303191253,88.0,272.0,3,303,140,1,3,CT
hepaticvessel_016,512,512,36,9437184,2,Tumour,39003,0.004132906595865886,0.045779271502134275,0.06415470114446495,102.89498243724842,29.73584523708333,-19.0,197.0,3,303,140,1,3,CT
hepaticvessel_018,512,512,36,9437184,0,background,9316618,0.987224366929796,0.04662541166604898,0.11230501444663916,-487.4287219890308,517.7181737046986,-1024.0,1248.0,3,303,140,1,3,CT
hepaticvessel_018,512,512,36,9437184,1,Vessel,28755,0.0030469894409179688,0.0014353292408748183,0.05511538166668995,154.57471744044514,19.121408060166885,50.0,243.0,3,303,140,1,3,CT
hepaticvessel_018,512,512,36,9437184,2,Tumour,91811,0.009728643629286025,0.08179899293780943,0.09815292722288406,104.68650815261788,36.753338767700235,-26.0,206.0,3,303,140,1,3,CT
hepaticvessel_019,512,512,45,11796480,0,background,11758118,0.9967480129665799,0.05899252251111138,0.05693339629562367,-515.9675033878721,484.7212549051275,-1024.0,1278.0,3,303,140,1,3,CT
hepaticvessel_019,512,512,45,11796480,1,Vessel,24181,0.0020498487684461808,0.0025958939152791152,0.04522882806875095,174.1201356436872,21.56720780495646,96.0,258.0,3,303,140,1,3,CT
hepaticvessel_019,512,512,45,11796480,2,Tumour,14181,0.0012021382649739583,0.057858387677320634,0.03465101915623601,82.35498201819335,24.998406296456135,-75.0,183.0,3,303,140,1,3,CT
hepaticvessel_020,512,512,39,10223616,0,background,10197370,0.9974328065529848,0.05131291697211942,0.050602400781195885,-391.7841599353559,470.88697741930156,-1024.0,1243.0,3,303,140,1,3,CT
hepaticvessel_020,512,512,39,10223616,1,Vessel,13786,0.0013484465770232372,0.003555368332749992,0.036696434007300625,98.52168866966488,18.458327434181896,21.0,170.0,3,303,140,1,3,CT
hepaticvessel_020,512,512,39,10223616,2,Tumour,12460,0.0012187468699919872,0.08379852737592268,0.03488927522977355,65.76412520064206,21.72877419291157,-125.0,133.0,3,303,140,1,3,CT
hepaticvessel_022,512,512,43,11272192,0,background,11252889,0.998287555783294,0.056589069723354285,0.04134624229008804,-428.98118083276216,494.88667703426694,-1024.0,1914.0,3,303,140,1,3,CT
hepaticvessel_022,512,512,43,11272192,1,Vessel,16930,0.001501926155977471,0.0012215051901392558,0.03872557777231276,131.797341996456,25.606278394767774,-7.0,220.0,3,303,140,1,3,CT
hepaticvessel_022,512,512,43,11272192,2,Tumour,2373,0.00021051806072856105,0.05847840979404805,0.014507713220031103,91.08554572271386,23.010776659764947,18.0,172.0,3,303,140,1,3,CT
hepaticvessel_023,512,512,56,14680064,0,background,14244730,0.9703452246529716,0.07000393260640844,0.16963304408677815,-612.0517396258125,476.43020047058707,-1024.0,1254.0,3,303,140,1,3,CT
hepaticvessel_023,512,512,56,14680064,1,Vessel,17821,0.0012139592851911271,0.0017301342428702087,0.03482076374873218,115.71533583973964,15.077364225816252,59.0,175.0,3,303,140,1,3,CT
hepaticvessel_023,512,512,56,14680064,2,Tumour,417513,0.02844081606183733,0.08486254105952908,0.1662285656665946,82.01935029567942,21.84833575223152,-87.0,177.0,3,303,140,1,3,CT
hepaticvessel_025,512,512,59,15466496,0,background,14983420,0.9687662932832363,0.07354664224330527,0.17394873463608643,-526.7094933599939,492.41327816134054,-1024.0,1313.0,3,303,140,1,3,CT
hepaticvessel_025,512,512,59,15466496,1,Vessel,13017,0.0008416256662142479,0.0010617313050816563,0.02899857466242495,136.87477913497733,21.87776719400191,33.0,228.0,3,303,140,1,3,CT
hepaticvessel_025,512,512,59,15466496,2,Tumour,470059,0.030392081050549524,0.07195289044124002,0.1716636317335897,79.78261452285777,27.24554063972021,-49.0,196.0,3,303,140,1,3,CT
hepaticvessel_026,512,512,52,13631488,0,background,13608355,0.9983029732337365,0.0682727634799853,0.0411600153840845,-603.4215444849873,479.1667265958691,-1024.0,1375.0,3,303,140,1,3,CT
hepaticvessel_026,512,512,52,13631488,1,Vessel,17186,0.0012607574462890625,0.002911643995935745,0.03548475640258348,144.72925637146514,22.91809046553216,56.0,220.0,3,303,140,1,3,CT
hepaticvessel_026,512,512,52,13631488,2,Tumour,5947,0.0004362693199744591,0.12391925725606884,0.020882504376987805,102.83689255086598,15.212600125725588,46.0,156.0,3,303,140,1,3,CT
hepaticvessel_027,512,512,49,12845056,0,background,12800448,0.9965272241709183,0.06414197665274915,0.058827847632923945,-532.90263614211,483.5436086709485,-1024.0,1147.0,3,303,140,1,3,CT
hepaticvessel_027,512,512,49,12845056,1,Vessel,10948,0.0008523123604910714,0.0018199621855989124,0.02918194517387858,119.61664230909756,18.607163398977207,10.0,189.0,3,303,140,1,3,CT
hepaticvessel_027,512,512,49,12845056,2,Tumour,33660,0.0026204634685905613,0.11141587203263774,0.05112334730629706,59.56319073083779,17.064994585567607,-13.0,142.0,3,303,140,1,3,CT
hepaticvessel_028,512,512,40,10485760,0,background,10354592,0.9874908447265625,0.05150645536422405,0.11114259448016595,-605.47496115733,482.53063098220576,-1024.0,3071.0,3,303,140,1,3,CT
hepaticvessel_028,512,512,40,10485760,1,Vessel,8966,0.0008550643920898438,0.0011820473394025474,0.029228979745711908,122.9582868614767,26.0122279437415,44.0,381.0,3,303,140,1,3,CT
hepaticvessel_028,512,512,40,10485760,2,Tumour,122202,0.011654090881347657,0.07681485114575574,0.10732321765152443,68.29919313922849,16.545055635434906,-28.0,175.0,3,303,140,1,3,CT
hepaticvessel_029,512,512,43,11272192,0,background,11262135,0.9991078044092933,0.0566852116653286,0.029856315541852422,-645.6691109634186,467.84387073675646,-1024.0,3071.0,3,303,140,1,3,CT
hepaticvessel_029,512,512,43,11272192,1,Vessel,8540,0.0007576166197311047,0.00121868367135565,0.027514407803705673,142.95468384074942,19.118554883282936,28.0,213.0,3,303,140,1,3,CT
hepaticvessel_029,512,512,43,11272192,2,Tumour,1517,0.00013457897097565407,0.13911240183814452,0.011600037046329965,94.16084377059987,19.62574611138287,28.0,143.0,3,303,140,1,3,CT
hepaticvessel_030,512,512,39,10223616,0,background,10193584,0.997062487479968,0.05127519712197193,0.05411916056469014,-734.1656128011502,438.59165228731274,-1024.0,1399.0,3,303,140,1,3,CT
hepaticvessel_030,512,512,39,10223616,1,Vessel,11906,0.001164558606270032,0.0050263415083053285,0.03410575331996893,169.6263228624223,26.547711646232585,86.0,285.0,3,303,140,1,3,CT
hepaticvessel_030,512,512,39,10223616,2,Tumour,18126,0.0017729539137620192,0.09540892917508959,0.042069116322804745,110.58827099194527,23.21153517161953,2.0,299.0,3,303,140,1,3,CT
hepaticvessel_031,512,512,108,28311552,0,background,27855607,0.9838954431039316,0.1347653810520681,0.12587771901035738,-575.6816956097923,490.12876953649175,-1024.0,1254.0,3,303,140,1,3,CT
hepaticvessel_031,512,512,108,28311552,1,Vessel,29375,0.001037562334979022,0.004895532507185499,0.032194499520570664,138.88023829787235,19.521805530668946,56.0,229.0,3,303,140,1,3,CT
hepaticvessel_031,512,512,108,28311552,2,Tumour,426570,0.01506699456108941,0.07445158454672104,0.1218194575426526,77.56406217033546,25.306445052131036,-44.0,309.0,3,303,140,1,3,CT
hepaticvessel_032,512,512,60,15728640,0,background,15406094,0.9794930775960287,0.07620401484177666,0.14172645673087533,-538.7261231172548,485.9076674459131,-1024.0,3072.0,3,303,140,1,3,CT
hepaticvessel_032,512,512,60,15728640,1,Vessel,10388,0.0006604512532552083,0.0012944737982553238,0.02569075820985562,136.31690412013862,18.457135220567107,56.0,210.0,3,303,140,1,3,CT
hepaticvessel_032,512,512,60,15728640,2,Tumour,312158,0.019846471150716145,0.06603566095388039,0.13947253756055283,87.87669065024762,21.127432447502606,-80.0,176.0,3,303,140,1,3,CT
hepaticvessel_033,512,512,138,36175872,0,background,36010413,0.995426260906717,0.17205272745356803,0.0674745878386069,-625.6013597789062,471.4976086486404,-1024.0,1603.0,3,303,140,1,3,CT
hepaticvessel_033,512,512,138,36175872,1,Vessel,21836,0.000603606735450634,0.002451084434709322,0.024560993350423544,159.6741161384869,16.20154224661281,94.0,372.0,3,303,140,1,3,CT
hepaticvessel_033,512,512,138,36175872,2,Tumour,143623,0.0039701323578323145,0.3751125333369056,0.06288378492817687,97.3403284989173,19.66369915900122,-9.0,186.0,3,303,140,1,3,CT
hepaticvessel_039,512,512,45,11796480,0,background,11778046,0.9984373304578993,0.05922173807096064,0.03949971653066476,-669.8929932010793,474.4497747182188,-1024.0,1361.0,3,303,140,1,3,CT
hepaticvessel_039,512,512,45,11796480,1,Vessel,14053,0.001191287570529514,0.0037016996918842466,0.03449446918643388,190.91055290685262,25.593715101300507,58.0,367.0,3,303,140,1,3,CT
hepaticvessel_039,512,512,45,11796480,2,Tumour,4381,0.00037138197157118055,0.12308562006915139,0.019267694387298948,154.36566993837025,19.65779016485388,93.0,214.0,3,303,140,1,3,CT
hepaticvessel_040,512,512,44,11534336,0,background,11479231,0.9952225251631304,0.05757247954808158,0.06895397429483482,-462.70149368019514,495.33355719300573,-1024.0,1146.0,3,303,140,1,3,CT
hepaticvessel_040,512,512,44,11534336,1,Vessel,12294,0.0010658610950816762,0.001584266105691017,0.032630124658169064,158.17642752562224,20.44762685528787,78.0,242.0,3,303,140,1,3,CT
hepaticvessel_040,512,512,44,11534336,2,Tumour,42811,0.0037116137417879972,0.09171652912306073,0.06080984842293065,90.52956015977202,21.632362498732846,-23.0,184.0,3,303,140,1,3,CT
hepaticvessel_042,512,512,45,11796480,0,background,11772352,0.9979546440972222,0.059194039918427574,0.04517933622806689,-651.2748460120798,467.3056668891176,-1024.0,1209.0,3,303,140,1,3,CT
hepaticvessel_042,512,512,45,11796480,1,Vessel,8568,0.000726318359375,0.0027394232292724105,0.02694050521085025,137.34500466853407,17.963068263854378,18.0,205.0,3,303,140,1,3,CT
hepaticvessel_042,512,512,45,11796480,2,Tumour,15560,0.0013190375434027778,0.06921062703395726,0.03629459578727778,102.12917737789203,21.905804939987807,-65.0,295.0,3,303,140,1,3,CT
hepaticvessel_044,512,512,41,10747904,0,background,10734760,0.9987770638814787,0.05405543340133981,0.03494911366217155,-689.4724855516099,461.5752602446261,-1024.0,1450.0,3,303,140,1,3,CT
hepaticvessel_044,512,512,41,10747904,1,Vessel,11412,0.0010617884193978658,0.0018785426757146652,0.03256779121694183,171.9748510339993,31.20790860676221,65.0,267.0,3,303,140,1,3,CT
hepaticvessel_044,512,512,41,10747904,2,Tumour,1732,0.0001611476991234756,0.04489847426961735,0.012693373489444815,128.8123556581986,13.403793187679373,72.0,165.0,3,303,140,1,3,CT
hepaticvessel_046,512,512,86,22544384,0,background,22320792,0.9900821419649346,0.11009737373534696,0.09909336066085395,-535.0053314416442,496.9731483130389,-1024.0,1371.0,3,303,140,1,3,CT
hepaticvessel_046,512,512,86,22544384,1,Vessel,28087,0.0012458535127861554,0.0015496554537366984,0.03527465608352301,169.08648129027665,17.900946024860396,100.0,233.0,3,303,140,1,3,CT
hepaticvessel_046,512,512,86,22544384,2,Tumour,195505,0.008672004522279252,0.09811039823331164,0.09271893474282697,116.06965550753178,17.65748814106852,-2.0,204.0,3,303,140,1,3,CT
hepaticvessel_049,512,512,26,6815744,0,background,6770272,0.9933283879206731,0.034087439262834474,0.08140701242270207,-559.7767903564288,472.3670273492634,-1024.0,1529.0,3,303,140,1,3,CT
hepaticvessel_049,512,512,26,6815744,1,Vessel,5689,0.0008346851055438702,0.0004886682145678769,0.028878857427510105,103.13939180875373,15.553266749250048,33.0,169.0,3,303,140,1,3,CT
hepaticvessel_049,512,512,26,6815744,2,Tumour,39783,0.0058369269737830526,0.027087176195766647,0.07617648756201421,66.03204886509313,14.705031257709026,-10.0,132.0,3,303,140,1,3,CT
hepaticvessel_050,512,512,41,10747904,0,background,10642579,0.9902004148901963,0.053266265842642935,0.09850661521684391,-547.7134539475817,484.6902774439553,-1024.0,1281.0,3,303,140,1,3,CT
hepaticvessel_050,512,512,41,10747904,1,Vessel,14511,0.0013501237078410824,0.001983850306751736,0.03671921668302013,146.2688305423472,28.066913916849064,22.0,226.0,3,303,140,1,3,CT
hepaticvessel_050,512,512,41,10747904,2,Tumour,90814,0.008449461401962653,0.07469866484167048,0.09153178685013874,94.9276212918713,24.894700444744668,-52.0,188.0,3,303,140,1,3,CT
hepaticvessel_051,512,512,34,8912896,0,background,8888286,0.9972388323615579,0.04479149809096058,0.052474218352582945,-407.27167825157744,508.64071164292295,-1024.0,1284.0,3,303,140,1,3,CT
hepaticvessel_051,512,512,34,8912896,1,Vessel,12028,0.001349505256204044,0.000468960729010161,0.036710817094795664,146.56858995676754,18.321997109801973,62.0,228.0,3,303,140,1,3,CT
hepaticvessel_051,512,512,34,8912896,2,Tumour,12582,0.0014116623822380515,0.08813540985007187,0.037545566869560065,100.60777300906057,22.41433534260422,-24.0,180.0,3,303,140,1,3,CT
hepaticvessel_052,512,512,30,7864320,0,background,7849931,0.9981703440348307,0.039601697401266546,0.04273532875991942,-703.3506829550477,455.05229325095326,-1024.0,1251.0,3,303,140,1,3,CT
hepaticvessel_052,512,512,30,7864320,1,Vessel,13827,0.0017581939697265624,0.0016475112487243817,0.04189394614608852,191.0145367758733,23.701621013273215,121.0,261.0,3,303,140,1,3,CT
hepaticvessel_052,512,512,30,7864320,2,Tumour,562,7.146199544270834e-05,0.10200440962327281,0.008453217649269111,145.53202846975088,11.078651482067263,116.0,189.0,3,303,140,1,3,CT
hepaticvessel_053,512,512,42,11010048,0,background,10996756,0.9987927391415551,0.055343147003142946,0.034724679691317616,-651.8976290826131,463.3521236165856,-1024.0,1250.0,3,303,140,1,3,CT
hepaticvessel_053,512,512,42,11010048,1,Vessel,11180,0.0010154360816592262,0.0008189066273528843,0.03184972482178276,182.44785330948122,27.165925921453425,86.0,333.0,3,303,140,1,3,CT
hepaticvessel_053,512,512,42,11010048,2,Tumour,2112,0.00019182477678571428,0.11612929090985172,0.013848753736012577,142.18276515151516,22.366602163805236,-34.0,207.0,3,303,140,1,3,CT
hepaticvessel_057,512,512,38,9961472,0,background,9762847,0.9800606777793482,0.04815984054775844,0.13979179392951913,-382.82390372398544,481.19083828377626,-1024.0,1869.0,3,303,140,1,3,CT
hepaticvessel_057,512,512,38,9961472,1,Vessel,28542,0.002865239193564967,0.0008118010312747571,0.053451188929046045,101.33063555462125,15.401051128953481,31.0,329.0,3,303,140,1,3,CT
hepaticvessel_057,512,512,38,9961472,2,Tumour,170083,0.01707408302708676,0.0013016911257412028,0.12954751528250466,58.76426215435993,21.55663783868272,-74.0,137.0,3,303,140,1,3,CT
hepaticvessel_058,512,512,33,8650752,0,background,8377969,0.9684671344179095,0.041336720873794176,0.17475280818994654,-575.3493668930978,495.34461175081464,-1024.0,1906.0,3,303,140,1,3,CT
hepaticvessel_058,512,512,33,8650752,1,Vessel,7593,0.0008777271617542614,0.0020259413868879287,0.029613455671092862,253.76333465033585,26.856226639399956,146.0,336.0,3,303,140,1,3,CT
hepaticvessel_058,512,512,33,8650752,2,Tumour,265190,0.030655138420336174,0.06005665577731854,0.172381556173408,179.76917681662204,30.000623750777613,14.0,355.0,3,303,140,1,3,CT
hepaticvessel_059,512,512,37,9699328,0,background,9655106,0.9954407150680954,0.04850511692397627,0.06736837427765499,-547.2636966388561,499.25417789402906,-1024.0,1293.0,3,303,140,1,3,CT
hepaticvessel_059,512,512,37,9699328,1,Vessel,20938,0.002158706252639358,0.0015449636473073907,0.04641170369587986,201.69505205845832,25.802000649746677,92.0,285.0,3,303,140,1,3,CT
hepaticvessel_059,512,512,37,9699328,2,Tumour,23284,0.0024005786792652027,0.05935202704707613,0.04893685626672193,142.33632537364713,18.822913245497947,72.0,237.0,3,303,140,1,3,CT
hepaticvessel_061,512,512,42,11010048,0,background,10868620,0.9871546427408854,0.05417117655811836,0.11260707817895177,-532.414583728201,491.73422420678406,-1024.0,3071.0,3,303,140,1,3,CT
hepaticvessel_061,512,512,42,11010048,1,Vessel,11296,0.001025971912202381,0.001122120859073597,0.0320143607438563,114.45821529745042,14.158840287535014,45.0,166.0,3,303,140,1,3,CT
hepaticvessel_061,512,512,42,11010048,2,Tumour,130132,0.011819385346912202,0.11261082557992973,0.10807260280447417,83.88951218762487,13.151314959405378,-78.0,146.0,3,303,140,1,3,CT
hepaticvessel_062,512,512,40,10485760,0,background,10465574,0.9980749130249024,0.05265601921433222,0.0438335603759945,-560.6498132830554,500.936543092364,-1024.0,1448.0,3,303,140,1,3,CT
hepaticvessel_062,512,512,40,10485760,1,Vessel,14519,0.0013846397399902345,0.0009582947325163033,0.0371849769770091,144.69880845788276,22.045132576931362,14.0,239.0,3,303,140,1,3,CT
hepaticvessel_062,512,512,40,10485760,2,Tumour,5667,0.0005404472351074219,0.047476905849121565,0.023241238174707687,109.82812775719076,16.859180702535287,43.0,186.0,3,303,140,1,3,CT
hepaticvessel_065,512,512,39,10223616,0,background,10203956,0.9980770013271234,0.051352618698206974,0.043809824799703787,-524.6705396416841,506.73477688491624,-1024.0,1770.0,3,303,140,1,3,CT
hepaticvessel_065,512,512,39,10223616,1,Vessel,16033,0.0015682318271734775,0.0020143091390457954,0.03956984301345789,151.86864591779454,26.1273948939288,44.0,245.0,3,303,140,1,3,CT
hepaticvessel_065,512,512,39,10223616,2,Tumour,3627,0.000354766845703125,0.09400554795260885,0.018831914034115462,118.6208988144472,24.689668795026876,37.0,207.0,3,303,140,1,3,CT
hepaticvessel_066,512,512,49,12845056,0,background,12601409,0.981031846026985,0.06252771839607836,0.13641247416519808,-556.7546079966137,494.9005898199673,-1024.0,1538.0,3,303,140,1,3,CT
hepaticvessel_066,512,512,49,12845056,1,Vessel,7648,0.0005954041772959184,0.00021680240492616607,0.024393639973599154,95.16618723849372,17.390902373317125,30.0,163.0,3,303,140,1,3,CT
hepaticvessel_066,512,512,49,12845056,2,Tumour,235999,0.018372749795719068,0.06008439148441119,0.1342951669296499,69.24867478252027,16.84494829158808,-23.0,151.0,3,303,140,1,3,CT
hepaticvessel_067,512,512,40,10485760,0,background,10359372,0.9879467010498046,0.05161916225270528,0.10912386051919323,-532.6540894563879,483.11690359681893,-1024.0,1238.0,3,303,140,1,3,CT
hepaticvessel_067,512,512,40,10485760,1,Vessel,11459,0.001092815399169922,0.001643925610549046,0.033039690580773856,155.53189632603193,20.367226171028037,81.0,251.0,3,303,140,1,3,CT
hepaticvessel_067,512,512,40,10485760,2,Tumour,114929,0.01096048355102539,0.08101966242025344,0.10411700798310135,108.0739848080119,29.888297686875703,-21.0,213.0,3,303,140,1,3,CT
hepaticvessel_068,512,512,40,10485760,0,background,10462074,0.9977411270141602,0.05262990442776507,0.04747389260081456,-516.5294047814994,490.46088966781144,-1024.0,1190.0,3,303,140,1,3,CT
hepaticvessel_068,512,512,40,10485760,1,Vessel,12488,0.001190948486328125,0.0013122689562897558,0.03448956549495831,124.68121396540678,16.600464614947306,12.0,182.0,3,303,140,1,3,CT
hepaticvessel_068,512,512,40,10485760,2,Tumour,11198,0.0010679244995117187,0.05441414734336513,0.03266166004316173,98.08796213609573,16.392609922004638,6.0,161.0,3,303,140,1,3,CT
hepaticvessel_070,512,512,49,12845056,0,background,12350936,0.9615322813695791,0.06044833084615028,0.19232252404175607,-628.8434685435986,490.8380026825443,-1024.0,1395.0,3,303,140,1,3,CT
hepaticvessel_070,512,512,49,12845056,1,Vessel,16728,0.0013022909359056123,0.0009322341991970102,0.036063762618782295,200.53299856527977,23.27338894013858,103.0,261.0,3,303,140,1,3,CT
hepaticvessel_070,512,512,49,12845056,2,Tumour,477392,0.03716542769451531,0.01875282569551216,0.18916701266023994,104.56101903676642,25.099833698948224,-50.0,209.0,3,303,140,1,3,CT
hepaticvessel_071,512,512,37,9699328,0,background,9631437,0.9930004429172825,0.04827110418412373,0.08337003828332594,-506.2293836319544,495.5270619931594,-1024.0,1412.0,3,303,140,1,3,CT
hepaticvessel_071,512,512,37,9699328,1,Vessel,8579,0.0008844942659945102,0.0009706565321516459,0.02972729277764646,129.41426739713253,21.707031314623976,38.0,222.0,3,303,140,1,3,CT
hepaticvessel_071,512,512,37,9699328,2,Tumour,59312,0.006115062816722973,0.04843460176556842,0.07795940497124407,69.26485365524682,19.84024764098268,-20.0,177.0,3,303,140,1,3,CT
hepaticvessel_072,512,512,44,11534336,0,background,11515785,0.9983916716142134,0.05790577418226479,0.040071706547014946,-583.5953456928902,478.6988460554958,-1024.0,1213.0,3,303,140,1,3,CT
hepaticvessel_072,512,512,44,11534336,1,Vessel,10989,0.0009527206420898438,0.002149253212216828,0.030851466180199277,145.54363454363454,24.187088018067254,-44.0,219.0,3,303,140,1,3,CT
hepaticvessel_072,512,512,44,11534336,2,Tumour,7562,0.000655607743696733,0.09126278313492174,0.02559644354560104,108.07921184871726,20.012035363485563,-21.0,184.0,3,303,140,1,3,CT
hepaticvessel_075,512,512,37,9699328,0,background,9666141,0.9965784227525866,0.04864474995572868,0.05839409265116994,-574.4016690838671,488.99696760300264,-1024.0,1617.0,3,303,140,1,3,CT
hepaticvessel_075,512,512,37,9699328,1,Vessel,7916,0.000816139014991554,0.0009540402507071374,0.028556486690413684,112.4144770085902,37.27503703105268,-113.0,226.0,3,303,140,1,3,CT
hepaticvessel_075,512,512,37,9699328,2,Tumour,25271,0.002605438232421875,0.09897976352483545,0.05097695483293318,127.30647778085553,22.249010161158417,28.0,254.0,3,303,140,1,3,CT
hepaticvessel_077,512,512,39,10223616,0,background,10168676,0.9946261674929888,0.05104809161210819,0.07310919525748966,-491.83390777717767,494.1714107998494,-1024.0,1218.0,3,303,140,1,3,CT
hepaticvessel_077,512,512,39,10223616,1,Vessel,10911,0.0010672349196213942,0.0008708183409605507,0.0326511244714131,138.74576115846395,23.04795847427036,57.0,213.0,3,303,140,1,3,CT
hepaticvessel_077,512,512,39,10223616,2,Tumour,44029,0.004306597587389824,0.04913158347180762,0.06548321009701777,107.75870449022236,13.445431690504623,21.0,165.0,3,303,140,1,3,CT
